"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11735","User Registration with valid data","chromium","2026-01-30","passed","2026-01-30","","AccountRegistration.spec.ts","",""
